,Unnamed: 0,review_text,title
31,31,"When I first watch this movie, I was just shocked with it's twist. I'm not gonna mention details, because can't share any spoilers.Simply this movie makes a complex story, that makes you question so many things. ""Why he is keeping her in his dreams?"" or whatever your question is answering with some well written line. That scene is the key to the whole movie. That line between Cobb and Mal answers all your questions at once.That's why I like this movie so much. Some movies has that potential. Making a complex story that someone could answer with only one sentence. You're waiting for that line for whole content. But most of the contents (I mean movie or TV Series) are not managing that well.Besides the greatness of the storyline this movie has a really great cast. So Acting Performances are also great. Award Winning Cinematography by Wally Pfister was too great. Original Scores by Hans Zimmer was brilliant. Visual Effects are unique. So not only the Screenplay but nearly all the technical details are great.",Inception
32,32,"I cannot ignore facts. I cannot ignore mistakes and plot holes, bad writing, or bad marketing. I cannot ignore hype, especially when it's already on the IMDb top 250, it received praise from critics, cashed in a lot of money, and people call it stunning and unforgettable. The simple truth is that Inception does not live up to the hype. Let me start with the trailer. All the coolest things (the folding city, the collapsing cliffs, the train in the street) are totally unessential to the plot. None of that takes more than a few seconds. So why did they put them on all the posters as well? Nevermind. I'll move on to the real problems of the movie.So I heard all these people saying how complex the movie is. How I'll need to watch it twice. How the shocking ending will blow my mind. I knew exactly what that ""shocking ending"" would be half way through the film. The very last paragraph of this review deals with the ending. It's not exactly a spoiler but you can skip it if you don't want to know anything.Cobb (DiCaprio) takes on a mission to implant a thought into Fischer's (Murphy) mind. As a reward, his contractor Saito (Watanabe) will clean his record with the LAPD. Cobb is wanted for the murder of his wife and consequently he can't return to USA and see his children. Throughout the movie, this is Cobb's main inner conflict, that before he fled the country, he didn't get a chance to see the kids' faces and he wants to see them again. Michael Cain has a very small role as their grandpa and DiCaprio's father-in-law. Why doesn't Cain take the kids someplace so they could be with their father? People move all the time. Or why doesn't he send Cobb some home movies if he wants to see their faces so much? They could even have video calls and all that stuff. It's a long distance relationship but it's something. Well, apparently no one thought of that, and so the main character's main motivation for his actions makes no sense. As for acting, DiCaprio was good. But if you've seen Shutter Island, You've seen a third of Inception. Dead wife, small kids, a sense of loss, a pretty wooden house in a field, all those flashbacks Teddy had in Shutter Island it's all in Inception. Minus the funny Boston accent.The mission these mind thieves embark on is to plant an idea into a rich guy's mind. This is called inception. Hence the title, I guess. Everyone says it's impossible to do, so you know they are going to succeed in the end. Inception is essentially a heist movie, but instead of getting into a vault, Cobb's team has to get inside someone's mind – which happens to look like a vault. The supposed complexity of the movie boils down to the idea of a dream within a dream. Basically, imagine that once you are plugged inside the matrix, you plug yourself into yet another, deeper, matrix. There, I just explained the super complex plot of the movie. But in case that wasn't enough, there is Ellen page's character, Ariadne. She is the obligatory new member of the team that is introduced to represent the audience and their questions. I'm fine with that. Every movie has one of those uninitiated people. The thing is, she understands everything too quickly and becomes suddenly becomes the most competent character. Pretty convenient, if you ask me.Let me finally get to the mission. It's the worst part of the movie. Watanabe wants Murphy, who just inherited a huge corporation, to dissolve it, because it was going to become a huge monopoly. So Watanabe hires DiCaprio to plant the idea of splitting the company in Murphy's mind. And so they do that. For two and a half hours. But I don't care if he splits the big company or not. Why should I care if Murphy has a bigger company than Watanabe? The stakes of the movie aren't high, they are nonexistent. I am not given any reason to care about whether or not they succeed. I'm only given more and more action set pieces to look forward to, and a lot of cool slow motion and zero gravity fights reminiscent of The Matrix, but I'm not given any reason to care for what is happening. I liked Watanabe's character only because I like Ken Watanbe. As for Saito himself, I don't give a damn if his competitor destroys his company or not. They don't tell us what consequences it would have, they don't show us what happens with the company, they don't do anything with this initial idea. Which is strange, because the movie is all about ideas being important. Okay, so I didn't like the plot and the acting was nothing new. What about the rest? Hans Zimmer's unremarkable score works well with the scenes but it would be super boring to hear on its own. The visual effects are good but since all the coolest city-folding scenes were so short, there wasn't really that much to do. The zero gravity stuff was done well, I'll give them that. Cinematography was good, bordering on too much shaky camera.Here's the paragraph about the ending:The big ending is that you are supposed to be unsure what was a dream and what was reality. If it was real, then it's stupid because DiCaprio had dozens of ways to be with his kids without making things so incredibly complicated. The movie is supposed to make you think, but if you think about it the whole plot falls apart. If it was a dream, then it's a stupid cop out on Nolan's part. An excuse for all the things that didn't make sense. It was all a dream, so screw you, audience.",Inception
33,33,"The central idea of ""Inception"" is an interesting one: technology exists to enter other people's dreams in order to steal their most private secrets or to implant new ideas. With Christopher Nolan of ""Memento"" fame as writer and director, this should have been a smart, compelling movie. Unfortunately, ""Inception"" is a bloated failure.The root problem is that Nolan replaces the fascinating surrealism of dream worlds with lengthy outtakes from James Bond movies. For example, early in the film, when Cobb and Ariadne are sitting at a café in a dream world, Cobb tells Ariadne to stay calm. What's going to happen? Is the waiter going to bring her a glass full of wriggling eyeballs? Is she going to turn around and see her best friend from high school having sex with Abraham Lincoln? No. THINGS START EXPLODING. And that's the whole movie in a nutshell: gaudy special effects and endless fight scenes as a poor substitute for imaginative ideas.The matryoshka-doll plot of dreams within dreams isn't nearly as hard to follow as one might imagine. This is largely because nothing of consequence happens at higher levels once our heroes have moved on to deeper levels. The higher-level supporting actors just fight off bad guys -- and overblown special effects -- until it's time to bring back their colleagues from the depths.Nolan should sit back, watch a few of the best movies by Luis Bunuel and David Lynch, and try again with one-tenth the budget and ten times the imagination. (Okay, that's never gonna happen, but it's *my* dream.)",Inception
34,34,"Dom Cobb leads a highly skilled team, specializing in stealing secrets from people's minds by entering their dreams. When they are hired by a mysterious businessman, Cobb finally has a shot at redemption, but not before achieving the near impossible. Rather than stealing an idea, they must do the complete opposite: Inception. Planting the seed of an idea.Inception has a multi-layered plot, quite literally in fact. It focuses on the emotional journey of its lead character, Cobb, but at the same time thrusts the audience into multiple levels of action packed story- telling, very distinct from one another, but all finely connected. It has been described by critics as ""a film that rewards intellect"", and I can assure you that it is exactly that. Director Christopher Nolan challenges the audience to keep up, and rewards those who can with a breathtaking spectacle, one that has the capability to leave you awestruck. The best part about it is that while you may feel you need to watch it again to be able to fully absorb the experience, chances are, you will probably want to.Christopher Nolan brings his unique vision to the screen with the help of a star-studded cast, including the likes of Leonardo Dicaprio (The Departed), Joseph Gordon-Levitt (500 Days Of Summer), Ellen Page (Juno), Marion Cotillard (Public Enemies), Cillian Murphy (Batman Begins), and Michael Caine (The Dark Knight), as well some amazing photography by long time collaborator Wally Pfister. The thrilling music in the film is provided by none other than Hans Zimmer, who was also set the mood for Nolan's previous film, The Dark Knight.While it may seem simple at its outset, Inception is an extremely complex film, delving deep into the subconscious of the human mind. Technical brilliance and visual splendor have rarely blended together as beautifully. The emotional depth and explosive action complement each other perfectly, delivering a film that is at the same time both heart- wrenching and heart-pounding. It's a film that manages to engross you with its complexities, yet comes together seamlessly, and will have you at the edge of your seat, quite literally from start to finish.Inception is magnificent.",Inception
35,35,"There are those who seek to dive into your mind, take your secrets and whatever else they find, espionage, conspiracy, infiltration, skulduggery, through worlds that are all conjured, well designed. They've been asked to plant a seed, start an idea, change the course of an industrialists career, but it needs dreams within deep dreams, an architect to build the schemes, and the consequences, could be quite severe.Imaginative beyond words, elegantly crafted and constructed, presented and performed by legends of the screen with a great storyline that keeps the viewer constantly engaged and on the edge of their seat - what more do you want out of movies.",Inception
36,36,"Inception is as original as you can get with a sci-fi movie. I feel like it's kind of pointless to compare this to Blade Runner, Aliens, Terminator 2, 2001: A Space Odyssey or any other sci-fi blockbusters, for they're completely different. What Nolan crafted is genius, in my mind he is still yet to make a bad movie, it is now time to get into spoiler territory.Inception is a story about dreams, how you can build anything you want, Nolan took 10 years to write the screenplay and it was definitely worth-while, this is one of the most mind-blowing, nail-biting, epic action packed science fiction movies of all time. All the performances in this film are amazing, the special effects are flawless, the acting is flawless, the story is flawless, the writing is flawless, this is one of a few pictures that just got everything right in all categories, most people saw there is no such thing as a flawless movie and I would 100% love to disagree with them there, all of the Christopher Nolan movies I have seen so far have no real flaws. Leonardo DiCaprio+Christopher Nolan= pure gold, these two should definitely collaborate more, Inception just proves that Chris is a cinematic God, from his screenplays, to his production, to his film direction, everything is perfect!You have to imagine it to believe it. Watching it once isn't enough, watching it twice isn't enough, you have got to watch this 10 times or even more to really get the true essence of why this movie is considered to be one of the greatest of all time. It is truly film-making at it's greatest! It is one of the most re-watch-able movies a director has ever put out! It's like Dark Knight, Memento and most of his other work where immediately after you watch it you feel like watching it again.At times it gets confusing because sometimes it feels like it's the real world when it is actually the dream world and Leonardo DiCaprio's performance, oh my god! In my opinion it is his greatest performance. And Inception SHOULD HAVE WON BEST PICTURE! Fun fact: This film got nominated for Best Screenplay and many other Oscar nominations, yet they don't nominate the man who put it all together who DIRECTED THE GOSH-DARN MASTERPIECE!I watch this film at least twice a week and to see that Watchmojo put Social Network higher than Inception on their Top 10 Movies of the Decade list p*sses me off! Yeah, it's David Fincher, I get that Watchmojo love David Fincher, but higher than Inception? NAH!If anybody else directed this it would be an average, unoriginal and completely unimaginative piece of work. When Nolan gets his hands on something it is always going to be original, classic and everything great about movies. I'd place this on my top 5 films of the century list, most films on that list would include Nolan films because he is the best director working today and you have to accept that.More will be added soon...",Inception
37,37,"Inception is my number one favorite movie off my twelve years on earth! It's absolutely impossible to explain the incredible that Inception has. Inception is Sooooooooo dang exciting, edge of seat, mind blower, and I wish there were more movies like it and more Christopher Nolans out there. Congratulations to the well deserved best director, writer, and producer of films (in my opinion). Also the acting is fabulous, everyone did an amazing job, and Leonardo was fabulous at explaining the dream concept. Also the CGI and effects are amazing. Go watch Inception because it is incredibly amazing in every aspect, and is my number one film of my twelve years on earth. Bravo to the Inception crew and wow at this fabulous movie!",Inception
38,38,"Films about dreams and the subconscious are usually not very straightforward and almost always weird. ""Inception"" is no exception to that rule, but like its cinematic predecessors who have explored the contrast between and the questions of what is real and what is illusion (i.e. ""The Matrix"" (1999), ""The Cell"" (2000), ""Abre Los Ojos"" (1997) & its American remake ""Vanilla Sky"" (2001)), you really can't look away, nor should you.""Inception"" is an excellent and breathtaking movie that may be one of the only films released so far during the Summer of 2010 that lives up to its hype. It is a nearly perfect and highly original film that holds your attention until the credits roll. The less you know about this movie going in, the more you will be entranced by seeing it.Leonardo DiCaprio plays Dom Cobb, a world class criminal who, with the help of a team of sleep experts, works his way into people's subconscious and steals what people value most: ideas directly from their minds. In his last assignment to possibly clear his name, he is assigned not to steal an idea from someone, but to plant one inside that person's mind. The difficulty comes when certain people are trained to block their ideas from being taken.That plot summary only covers the basics of this pretty complicated story, but to describe every plot detail would take away the magic of this film you must see yourself to believe. DiCaprio is good in his role, but unlike many other films he has starred in, this is perhaps his only role where his character alone does not carry the weight of the movie on his shoulders or share it equally with one other co-star. Instead, this great ensemble cast teams together to make this movie work, just as their characters collaborate to pull off such a unique heist. Joseph Gordon-Levitt, Ellen Page, and Tom Hardy are especially good in their roles.The special effects in this film were also very good, which is amazing considering their simplicity compared to the ""Matrix"" movies. There are slow-motion shots, but no impossible kung fu fighting sequences. It's especially interesting when the film gets into the architecture of certain dreams, and impossible sequences are filmed in a way I've never seen other than in drawings.However, the special effects would mean nothing if the story wasn't good. For this reason, even something as simple as a spinning top holds your attention in a way you would never think it would when seeing it in this film. The credit here can be given to writer and director Christopher Nolan, who has not made a bad film yet. There are many twists and turns in this film, but Nolan never loses his focus in the process of telling the story. If Nolan does not get nominated for Best Director and/or Best Original Screenplay next Oscar season, there is something terribly wrong with the Academy.That being said, there was still a lot about this film I still don't get, and may require multiple viewings to better understand. However, some of the best films I've seen are confusing at first. ""2001: A Space Odyssey"" (1968) is a film I've seen a couple of times, and still don't understand completely. It still has a major following, though, as I'm positive this movie will. It's an incredibly entertaining movie, but it also makes you think and continues to do so after you leave the theater.",Inception
39,39,"Christopher Nolan's ""Inception"" (2010) is a complex science fiction thriller about a group of people with varying specific skills that create a perfect team of dream-sharers. Dom Cobb, the main protagonist, is an extractor who is able to find out people's secrets by intruding into their dreams. His right-hand is Arthur, who researches and plans what they are trying to accomplish in a dream. Bright graduate student Ariadne is the architect for the dreams, meaning she literally constructs the physical aspects of a dreamscape. Eames is a professional at turning into anyone else in a dream, almost like shapeshifting. Lastly, Yusuf is a chemist who creates perfect concoctions of sedatives to achieve ideal conditions for the dreams to take place. This elaborate combination of characters is asked by a rich businessman, Saito, to infiltrate his dying competitor's son, Robert Fischer's, dream and place an idea in his mind so that Saito's business can become more successful. Traveling through the layers of someone's mind and making them think of an idea on their own is what they call ""inception."" Cobb is dedicated to making this happen so that Saito can arrange for Cobb's return to America to see his children. Without Saito, Cobb would not be able to return to America because of his alleged criminal background, but Saito has connections and power to clear his name. Some members of his team think achieving inception is impossible, but Cobb convinces them to be on board and they must come up with a mastermind plan with no room for error to achieve this extremely difficult yet imperative task. They begin a three-layer plan that involves elaborate depths of the dream dimension, taking advantage of Fischer's sensitive and dysfunctional relationship with his father, practiced methods of leaving a dream and entering the next, all while trying to avoid Cobb's wife Mal who lives in his subconscious and often sabotages his plans. The shocking ending leaves viewers at a cliffhanger and fans theorizing.Now that I've gone over the plot, let's talk about the other components of the film. The marketing strategies did an excellent job gathering hype for the film. The movie poster features the famous actors that everyone was excited to see, Leonardo DiCaprio, Tom Hardy, Elliot Page, and the rest of the dream crew. It also says ""Inception"" in a large red font and notes that is directed by the same director of ""Dark Knight,"" which was an insanely successful and highly rated movie that was premiered two years prior to Inception. Dark Knight scored a 94% on rotten tomatoes and is #112 on IMBD's most popular movie list. This likely drew in the audience from Christopher Nolan's movies and set a high expectation for the quality of Inception. Another great marketing move was the contents of the teaser trailer. The trailer features a brief voiceover of Leonardo DiCaprio and amazing scenes with impressive cinematography taken out of context that show the viewers the production value and exciting action contents of the film all while confusing them so that they go see the film when it is released. I think the shock factor and science fiction aspect of the trailer is owed to the scene where a city block starts to fold over top of itself.The content of the film stayed true to the marketing because the cinematography, directing, and acting is quite well-done. Starting with the cinematography, the zero gravity scenes and cityscape building from the ground up were very realistic looking and intensified the movie watching experience. There was a lot of attention to detail. The directing of Inception is very montage based. It draws amounts and amounts of suspense. For example, the montage near the end of the film with the van, the fortress, and the hotel was painfully long but created such thick suspense. For the acting, I only have compliments and no complaints. Inception was casted beautifully and everyone fit their roles perfectly. Leonardo DiCaprio did an excellent job as Dom Cobb, especially in the emotional scene with his wife and two kids in one of the dreams. My personal favorite performance was Cillian Murphy's role as Robert Fischer. He played as his character really well and he captured his relatively constant sadness surrounding his father situation.Inception is a staple film in the science fiction genre and is similar to a few other sci-fi movies as well. Inception is at #135 on IMBD's most popular movie list and has a rating of 87% on rotten tomatoes, so there is no doubt about its quality. In my opinion, Inception is pretty similar to the well-loved movie ""The Matrix"" (1999) starring Keanu Reeves. They are both iconic science fiction and action films with themes of alternate realities. The second film I think is very similar is a more recent film, Tenet (2020) with Robert Pattinson. Tenet is also about bending the rules of science and is also directed by Christopher Nolan. If you enjoyed either of these movies, I recommend Inception. I also recommend it to general fans of Christopher Nolan's directing, so if you have watched and enjoyed any of his films, you would probably like Inception too.On my rating scale of one to five, with one being the worst possible score and five being perfect, I give Inception a five. It has no weaknesses in my opinion. Every aspect of this movie combines into perfection. The acting and cinematography is what takes it over the top, and I am a fan of Leonardo DiCaprio and Cillian Murphy in all of the roles they play. This is a movie I have voluntarily watched multiple times and it only gets better with each watch. It is very complex and a complete experience to view. My favorite aspect of the film is the ending. Many people say they hate cliffhangers, but I enjoy them because it leaves it up to the audience to imagine. Basically, you can choose your own ending based on what you think makes the most sense with the facts you are given in the film.",Inception
40,40,"This film really let me down.I didn't expect a great film but I expected something that was at least 'OK'. How wrong I was. I honestly can't understand the hype. 'Intelligent' they say?? What sort of intelligent film has to have it's protagonists explain what is happening continuously throughout the film?? Now Memento, that was a good film. And, I suppose, 'intelligent'. But by intelligent, I mean something that pushes boundaries of the viewer's understanding. I don't mean intelligent as in 1) able to do simple arithmetic, 2) develop reading and writing skills and 3) generally being one notch above a dolphin.OK, let's make a start shall we? Firstly, one of the greatest literary and cinematic arts is the use of metaphor. This film has none. One thing the film is full of is too much explanatory dialogue (not to mention pre-teen psychology - the father figure relationship in the subconscious). For example, in the first Matrix film, the viewer understands the profundity of what is being delivered through metaphor (a feature that the subsequent Matrix films sadly missed). In this film here, everything is painstakingly explained. To me, this speaks volumes.Secondly, great actors, yes. BUT ALL miscast and given appalling dialogue in an appalling script. I mean, Ellen Page was great in Juno, but here she comes out with painfully mechanical lines in the same way that Joseph Gordon-Levitt also does. In the same way that every character does. They ALL speak the same way and we are no better understanding one character by the end of the film than we were when they first appeared.Thirdly, logic. Philosophy. Call it what you want. Why was Ariadne chosen to become the architect? What does she actually DO??And Ken Watanabe. Why is he alive after dying on the third or fourth level 'down' in the subconscious after the film so adamantly stresses the dangers of dying in the 'dream'? How can he wake up on the plane?? Why, in fact, is there that scene at the start of the film where he appears old and which features the safe and the confidential papers Leonardo De Caprio finds.Why does Leonardo De Caprio constantly have to furrow his brow? Oh, yes, it's a vain attempt to look mean and manly because the poor man still has, unfortunately for him, such a baby face.Why is Cillian Murphy's character chosen to be their means of helping LDC's character get back to his kids? And isn't it convenient to have a dream sequence in a blockbuster that resembles a James Bond film snow-covered chase scene? Why does the film have to go on for two and a half hours instead of one and a half? And most importantly, if Leonardo De Caprio's character is so severely screwed up about his wife why, o why does he have to be the main character in this film? Couldn't the team work with someone more well-balanced?? Can he in fact be any use to his kids if he eventually finds them???Nonsense nonsense nonsense. Big pile of nonsensical psycho-babble. And yes, where else but America???",Inception
41,41,"Inception is truly one of a kind. A concept which has long gestated in Christopher Nolan's mind, his eye for drama mixed with his large scale sensibilities ring true in Blockbuster season making Inception a true original in the sea of reboots, remakes and sequels.To try and explain Inceptions many plot twists and incredibly intelligent arcs, would be a foolish task. As Nolan himself has been reluctant to. The best way to approach the film would be with an open mind, if you are prepared to be taken on a ride of a lifetime, then trust that you 100% will. If Avatar was a seminal film in technology (although coming out as a rather poor film, in my opinion), then Inception is seminal in it's storytelling. With a 148 minute running time, you would expect a lot to take place, but what you wouldn't expect is the pace of it all. I did not think at one time in the film about how long was left. I was simply blown away by the depth in every single part of the film. If my enthusiasm for the storytelling aspect of the film has left you worried about the spectacle, then don't worry. They are, as hinted in the trailer, incredible, looking real and unbelievable simultaneously. The most pleasing thing about the action set pieces, is that they are genuinely used to illustrate the story, rather than to blow stuff up a la Michael Bay.With this complex movie in it's high concept, a stellar cast is needed. And Nolan as always, delivers with just that. This is vintage DiCaprio, perhaps only equalled in The Aviator, which is even more impressive as his role as Cobb in Inception is not a showy one, needing DiCaprio to be the constant at the centre of the film. And he pulls off Cobb's emotional contradictions sublimely. The rest of the cast members all shine in parts of the films, Cillian Murphy shows off his usually non-existent tender side, Gordon-Levitt bottles his usual charm for his confidently reserved turn as the reliable Arthur, Watanabe is devilish as the seemingly ambiguous Saito, Page shows why she's the next big female star and Tom Hardy revels in being the comic relief of the film compared to his recent turns as decidedly psychopathic characters.Overall, Nolan has indeed surpassed himself. He has created a world as expansive as his Gotham, a plot dwarfing the intricacies of Memento and one which blows The Prestige's cinematic reveal out of the water. This is truly unmissable cinema. Revel in it, we've still got to wait a whole two years before Batman 3.",Inception
42,42,"Inception is a beautiful piece of film that has impacted a large part of the film industry. With everything from the actors to the cinematography to the music, this movie without any elaboration perfected almost everything there is.Inceptions slow start is the only weak point of this movie. It begins intensely to then slows down for the next 20 - 30 minutes. While then finishing off as an impeccable film. Nevertheless, this is what brings the film down for me.The director Christopher Nolan managed to create a masterpiece with little to no mistakes. At no point during this intensely long movie did I feel bored. Instead, I was always excited and on my toes intrigued.The acting in this movie was phenomenal. A small number of great actors that all had their character arc while also doing incredible performances. It is truly beyond me how Dicaprio didn't win an Oscar for his performance.Meanwhile, also employing the greatest composer in history with Hans Zimmer, the music adds significantly. The music adds an extreme amount of excitement and keeps you constantly interested. Few composers can make you notice the music, but Zimmer succeeds per usual.To finish of the film was astonishingly shot. With beautiful eye-catching scenes. While also containing some incredible action scenes that might be some of the best action I've seen. With a thought-provoking storyline that finishes of with an unbelievable ending.I highly recommend Inception to everyone and I promise you won't be disappointed.",Inception
43,43,"I saw Memento very recently, something that turned out to be a great miss.I saw it again, just to make a couple of thins straight-and i'll definitely do the same with Inception.Christopher Nolan keeps improving himself, with even more complex and multilayer script like this.And i thought Memento was hard to reach by most of the viewers, but no.Inception will keep you mesmerized and captivated by the genius, that's hidden behind it.And not just directors and screenwriters (or with other words-Nolan), but with acting and sound-and effects and editing as well.When you have a cast like this-i mean Leonardo DiCaprio, Joseph Gordon-Lewitt, Michael Caine, or Marion Cotillard (a personal favourite), the movie just keeps going flawlessly.Most of the crew is the same the Nolan brothers worked with on TDK and earlier in Batman Begins.So the Oscar noms in those categories are a certainty for me.The only thing one could have against the movie, is the headache one could have.See, most of my friends go to the movies for brainless action, they enjoyed Iron Man 2 and The A-Team, but this movie-you have to see it at least twice, to understand it.The levels and the layers on which thing are happening are so many, that one surely'll miss something vital.This is a reason for not fitting to the mass audience, but i hope that won't happen, because Nolan is one of my favourite directors/writers, and he showed, that the brainless action flicks aren't all of it.There are still movies like Inception out there and still people like the Nolans to make those movies, so it's not all lost.And i hope this movie could show the audience that the story is still important for the experience one could receive, not the endless, constant explosions.Because this is really a one of a lifetime event.Saying that, i must say, that in a world full of remakes, reboots, sequels, prequels and God knows what, this is a unique chance to see something different and unmatched so far-a strong movie, that, surely will be Nolan's latest masterpiece! My Grade won't change-it's the same for all Nolan movies-sheer 10!",Inception
44,44,"I had the privilege of seeing this movie before it came out, and, like most of DiCaprio's films, it blew me away.Inception is a well-made movie, filmed in about 6 locations all over the world. The directing was outstanding, there were only about two moments, maybe three seconds in total, where i noticed that visual effects were being used (of course defying gravity is pretty difficult). The plot was very pleasingly intricate, with a twist-and-turn, keep-you-on-the-edge-of-your-seat type feel. I noticed that this film had similarities with DiCaprios thriller Shutter Island (which i also enjoyed very much)seeing as it left you wondering what was real and what was not. It's great to see a movie with a thick and emotional plot and not just grenade-throwing action heroes who achieve greatness in the end.Inception also has a very well-composed score, which to me was the finishing touch to a perfect movie. If you're thinking about seeing Inception, definitely go! Even though i was fortunate enough to see a free show, it is worth every penny you pay. Truly unique, like nothing i've ever seen before. Christopher Nolan certainly covered new ground with this film and wasn't afraid to leave us hanging with a spectacular ending.",Inception
45,45,"Usually I try to be careful with over hyping a film, or setting the expectations too high, as film geeks all are guilty for, however for Christopher Nolan's Inception, this really is not possible.This is possibly one of the only perfect films I have ever seen. It is absolutely confident in every way, something which is extremely refreshing, even more so than Avatar. Christopher Nolan gets some slack for making great to look at but ultimately heartless affairs, which I for one do not agree with, however I do not think anyone can argue that here. The emotional aspect of this film not only ties it all together but is really the centre of this film, it is the focus. I do not want to over simplify the film, by simply calling it Kubrick doing Bond, or Gondry on a huge budget, because I am sure it will be called that but it is far more than that, it is something I do not think Kubrick could have ever made. It is pure Nolan, and pure greatness.I hate writing something which is pure fan-boy gushing, but its really difficult here. I did not find a thing I did not like about it, I am sure if maybe I saw it a second time, maybe I would find something about it I didn't like, but not the first time. The way it is cut, means that there is always action on screen, if not, then the visuals are interesting enough to keep your eyes glued.The final hour of the film, is possibly one of the most complicated action sequences put on film. You have to constantly be paying attention to remember all of the layers of what is happening. Without spoiling anything, all I have to say is that is what this film is about, that is what makes this film so great, layers. Once you have seen this you will now what I am talking about.All of the actors are fantastic too, Di Caprio is the stand out here. Yes, this is probably due to the fact he is the star and given all of the emotional weight, but he handles it perfectly, similarly to his performance in Shutter Island. Ellen Page, whom I usually hate, gives a great performance here. Tom Hardy gives a break out performance here, he is quite the bad ass.I hope audiences are ready for a film like this, a pure auteur driven film which does not sacrifice a single frame for the studio. I would hope this film will change Hollywood, as it is 100 percent the directors vision yet it is definitely a marketable film, much like District 9, yet I do not think it will. I cannot recommend this film anymore than I have, I just have to say everyone and anyone should see it. Sorry about all the gushing, it is just so hard not too.If you liked this review check out my new film blog: http://thedeletedscene.wordpress.com",Inception
46,46,"What do we ask for in a summer blockbuster? What is it that incites hysteria this time every year for whatever dross the studios churn out? Epic hugeness? Blowing stuff up? Romance? Action? Heroes? What are we looking for in a blockbuster? I think it all boils down to thrills! Audiences want the thrill of a car chase, the thrill of romance, the thrill of the spectacular! If that is the case, then Inception just might be the greatest summer blockbuster of all time as it also contains something we often don't look for...brains! ""What is the most resilient parasite? An idea"" says Leonardo Di Caprio's character Cobb. Well, Inception is all about ideas. It's all right there in the title. The film central idea revolves around ""Extractors"", who are paid to extract secrets from people's subconscious minds by sneaking into their dreams, usually for the purpose of corporate espionage. However, when one client asks them to plant an idea in the mind of their corporate rival, ""Inception"" is born. The less said about this film the better. It is full of ideas and invention and for each set piece I divulge, a piece of the film's genius is weakened. This is a film that cleverly and intricately brings the audience through several planes of existence simultaneously but never allows the viewer to feel lost. Such is the power of Christopher Nolan's script which, I imagine, is likely to get overlooked due to the sheer visual magnificence of his direction. But everything that makes this film so great is in the script...in the ideas! Everything else is just spectacle. This film bears an uncanny resemblance, thematically, with DiCaprio's other instant classic this year, Shutter Island. Both films investigate in depth the tricks a traumatised mind can play on the individual. Both films are luscious to watch and both films keep the audience firmly outside the realm of reality. However, Inception is an even more layered film than Shutter Island and I believe the sci-fi genre setting will prove to be less alienating for audiences than the prison noir of Scorsese's film. There is not a single dull moment in Nolan's film. There is style, charm and intelligence in every frame of the film. Every performance is pitch-perfect with some strong support by Ellen Page and Joseph Gordon-Levitt particularly who have grown up right before our eyes into undeniable movie stars. Leonardo DiCaprio gives a typically flawless performance as the muddled, grieving man who we never quite trust to be living in the real world. The best part of Inception is the large amount of effects which were done in camera. While the film does make use of CGI, there are some pretty mind-blowing practical effects which are as simple as the camera telling beautiful lies; a rare treat these days. This is a blockbuster that ticks all the boxes; smart, sexy (femme fatale, sexy brainy girl, very beautiful men in very beautiful suits) and magical. Inception is the kind of film that reminds me why cinema will never die. Because anyone who thinks it's OK to watch this film on a laptop or iPad is a fool! This is pure cinema, and proud of it. Not to be missed on the big screen!",Inception
